source_rank,city,state,country,region,latitude,longitude,numbeo_quality_of_life_index,purchasing_power_index,safety_index,healthcare_index,cost_of_living_index,property_price_to_income_ratio,traffic_commute_index,pollution_index,climate_index,is_required_city,source_period,source_url,source_note
151.0,Pune,,India,Asia,18.5204,73.8567,163.9,156.8,58.7,65.6,21.5,7.5,44.2,71.3,74.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
152.0,Honolulu,HI,United States,North America,21.3167,-157.8667,163.8,103.6,52.7,72.5,101.9,9.6,40.4,37.1,95.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
153.0,Limassol,,Cyprus,Europe,34.6667,33.05,163.8,114.5,59.9,50.9,63.3,8.6,23.0,56.6,95.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
154.0,Cluj-Napoca,,Romania,Europe,46.7712,23.6236,163.8,89.9,77.5,66.6,45.6,14.4,29.9,42.7,74.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
155.0,Riyadh,,Saudi Arabia,Middle East,24.7136,46.6753,163.7,135.8,75.4,66.2,48.2,5.2,34.1,63.8,44.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
156.0,Poznan,,Poland,Europe,52.4064,16.9252,163.4,117.0,72.4,58.0,46.5,8.9,31.6,58.8,77.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
157.0,Ad Dammam,,Saudi Arabia,Middle East,26.4207,50.0888,163.3,135.5,72.0,60.2,42.5,2.3,28.4,59.1,27.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
158.0,Las Vegas,NV,United States,North America,36.1667,-115.15,162.7,149.0,44.7,53.6,69.1,5.0,27.1,51.5,57.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
159.0,Manchester,,United Kingdom,Europe,53.4667,-2.2333,162.5,125.8,44.2,74.5,66.9,7.6,39.0,52.3,86.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
160.0,Antalya,,Turkey,Middle East,36.8969,30.7133,162.4,72.1,70.8,73.5,39.0,10.0,36.2,44.7,91.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
161.0,Miami,FL,United States,North America,25.7833,-80.2,162.2,118.6,46.7,63.0,83.8,6.2,42.9,39.5,85.7,True,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
162.0,Brampton,,Canada,North America,43.7315,-79.7624,161.7,133.4,44.4,68.5,58.3,9.7,41.7,36.9,59.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
163.0,Brussels,,Belgium,Europe,50.8503,4.3517,160.6,136.1,44.2,73.6,70.1,6.7,36.4,62.2,83.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
164.0,Queretaro (Santiago de Querétaro),,Mexico,North America,20.5888,-100.3899,160.3,61.4,62.5,74.3,46.7,9.4,33.3,39.0,94.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
165.0,Plovdiv,,Bulgaria,Europe,42.1333,24.75,160.2,86.8,76.0,59.5,41.0,8.6,26.6,56.8,82.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
166.0,Bratislava,,Slovakia,Europe,48.1486,17.1077,160.2,90.1,69.7,55.8,55.9,15.4,30.1,35.8,80.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
167.0,Phoenix,AZ,United States,North America,33.45,-112.0667,160.2,149.2,46.7,66.0,73.8,4.7,32.7,58.0,53.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
168.0,Chicago,IL,United States,North America,41.8667,-87.6333,159.9,149.8,34.7,64.8,73.4,3.6,41.7,50.3,66.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
169.0,Cape Town,,South Africa,Africa,-33.9249,18.4241,159.7,106.9,26.4,68.9,41.7,5.7,42.4,38.3,98.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
170.0,Singapore,,Singapore,Asia,1.3521,103.8198,159.0,117.2,77.7,71.9,88.6,23.8,41.0,32.3,57.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
171.0,Hamilton,,Canada,North America,43.2333,-79.85,158.7,137.4,44.4,74.5,57.8,4.8,35.8,60.2,61.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
172.0,Windhoek,,Namibia,Africa,-22.5609,17.0658,158.1,76.9,32.6,67.7,39.0,5.5,23.9,34.3,85.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
173.0,Florence,,Italy,Europe,43.7696,11.2558,158.0,84.3,58.3,66.7,69.3,12.4,27.6,43.8,92.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
174.0,Lisbon,,Portugal,Europe,38.7223,-9.1393,157.7,73.0,66.9,72.4,54.7,18.9,34.6,37.5,98.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
175.0,Dublin,,Ireland,Europe,53.3333,-6.25,157.6,124.9,45.9,51.3,75.4,9.1,40.4,41.4,85.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
176.0,Izmir,,Turkey,Middle East,38.4167,27.1667,157.6,81.2,66.7,73.3,41.8,5.7,39.9,60.0,96.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
177.0,Winnipeg,,Canada,North America,49.8833,-97.15,157.5,129.9,39.7,68.5,58.3,4.6,31.7,35.5,24.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
178.0,Gdansk,,Poland,Europe,54.352,18.6466,157.4,111.0,68.7,50.5,50.7,11.9,30.6,51.6,75.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
179.0,Nicosia,,Cyprus,Europe,35.1856,33.3823,157.0,97.8,67.8,55.2,57.4,7.4,27.1,60.1,86.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
180.0,Durban,,South Africa,Africa,-29.8833,31.0,156.0,114.2,19.5,58.3,35.9,2.8,25.5,53.2,95.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
181.0,Warsaw,,Poland,Europe,52.2297,21.0122,155.6,111.1,74.7,58.2,52.7,11.9,34.8,59.6,74.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
182.0,Wroclaw,,Poland,Europe,51.1079,17.0385,155.5,108.7,74.8,57.5,50.0,11.1,34.8,61.6,78.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
183.0,Regina,,Canada,North America,50.4167,-104.65,155.4,127.1,46.5,65.4,61.8,4.0,23.7,41.4,14.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
184.0,Shenzhen,,China,Asia,22.5431,114.0579,154.8,124.3,75.5,64.2,37.7,28.3,33.7,55.1,81.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
185.0,Lodz,,Poland,Europe,51.7592,19.456,154.0,108.1,62.4,58.6,47.8,8.7,35.6,57.4,77.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
186.0,Cuenca,,Ecuador,South America,-2.9,-79.0,153.8,56.0,54.0,79.9,29.8,9.5,34.6,46.0,98.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
187.0,Taipei,,Taiwan,Asia,25.033,121.5654,152.9,94.6,83.3,87.2,54.3,34.4,34.5,48.7,84.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
188.0,Rome,,Italy,Europe,41.9028,12.4964,152.5,96.4,53.2,64.9,59.9,14.6,35.1,47.6,93.7,True,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
189.0,Barcelona,,Spain,Europe,41.3833,2.1833,152.2,102.8,48.0,77.0,60.2,12.9,29.6,62.8,95.7,True,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
190.0,Brasilia,,Brazil,South America,-15.7833,-47.9167,151.7,72.0,41.3,52.7,35.6,12.9,30.6,30.0,99.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
191.0,Sharjah,,United Arab Emirates,Middle East,25.3333,55.4333,151.2,121.9,84.7,60.3,49.6,12.7,57.2,48.2,43.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
192.0,Krakow (Cracow),,Poland,Europe,50.0647,19.945,150.5,111.5,75.2,58.3,50.4,12.6,31.1,69.8,73.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
193.0,Kaliningrad,,Russia,Europe,54.7104,20.4522,150.0,60.6,70.2,69.9,48.3,14.5,29.2,41.9,73.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
194.0,Varna,,Bulgaria,Europe,43.2,27.95,149.9,81.0,65.7,63.5,46.5,11.3,28.7,58.3,85.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
195.0,Bologna,,Italy,Europe,44.5,11.3333,149.6,94.8,51.0,76.1,67.7,10.8,32.5,59.6,88.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
196.0,Nizhny Novgorod,,Russia,Europe,56.2965,43.9361,148.6,66.1,72.0,73.9,43.2,17.7,27.1,34.4,45.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
197.0,Florianopolis,,Brazil,South America,-27.5949,-48.5482,148.4,69.4,55.0,60.4,37.6,12.1,41.6,40.1,97.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
198.0,Curitiba,,Brazil,South America,-25.4167,-49.25,148.1,59.3,40.4,67.0,35.3,15.3,32.8,30.9,99.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
199.0,Ankara,,Turkey,Middle East,39.9333,32.8667,147.8,77.3,60.6,70.0,40.9,6.7,36.8,64.2,91.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
200.0,Turin,,Italy,Europe,45.05,7.6667,147.6,103.9,48.0,66.0,61.7,8.4,27.6,66.8,85.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
201.0,London,,United Kingdom,Europe,51.5167,-0.0833,147.1,129.9,44.8,69.6,87.4,15.0,44.7,57.6,88.3,True,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
202.0,Paris,,France,Europe,48.8667,2.3333,146.1,129.9,42.1,76.9,77.8,16.7,41.1,63.1,88.4,True,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
203.0,Pretoria,,South Africa,Africa,-25.75,28.2,145.5,111.6,18.3,66.5,41.5,2.7,43.7,57.1,95.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
204.0,Mangalore,,India,Asia,12.9141,74.856,145.2,55.1,74.4,62.0,17.2,8.1,35.4,50.3,66.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
205.0,Novi Sad,,Serbia,Europe,45.2671,19.8335,144.5,74.0,61.6,50.2,45.5,14.9,18.0,53.4,84.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
206.0,San Juan,,Puerto Rico,North America,18.4667,-66.1167,144.4,113.1,33.2,63.1,69.2,9.6,34.5,48.9,71.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
207.0,Guangzhou,,China,Asia,23.1167,113.25,144.3,112.1,71.6,67.2,35.5,23.4,36.0,67.5,80.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
208.0,Johannesburg,,South Africa,Africa,-26.1667,28.0333,144.1,121.4,19.2,60.5,41.8,2.7,40.7,62.1,91.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
209.0,Sofia,,Bulgaria,Europe,42.6833,23.3167,143.9,102.5,61.4,58.5,49.1,11.3,30.5,67.6,76.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
210.0,Detroit,MI,United States,North America,42.3333,-83.05,143.3,141.0,27.2,62.6,66.6,3.8,43.7,62.1,66.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
211.0,Budapest,,Hungary,Europe,47.5,19.0833,142.9,94.6,66.4,52.1,54.7,15.0,38.7,52.9,78.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
212.0,Iasi,,Romania,Europe,47.15,27.6333,142.6,87.2,65.2,55.9,40.1,10.7,32.8,60.7,73.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
213.0,Montevideo,,Uruguay,South America,-34.8833,-56.1833,142.3,72.1,43.2,68.5,56.4,11.4,41.0,46.1,98.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
214.0,Minsk,,Belarus,Europe,53.9006,27.559,141.7,82.2,50.7,50.3,35.3,10.6,31.4,42.5,64.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
215.0,Islamabad,,Pakistan,Asia,33.7,73.1667,141.2,48.3,69.3,63.7,24.1,15.8,35.9,41.5,76.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
216.0,Kuala Lumpur,,Malaysia,Asia,3.0167,101.7,140.9,126.2,40.8,69.5,38.7,8.7,41.6,64.8,56.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
217.0,Chiang Mai,,Thailand,Asia,18.8,98.9833,139.6,59.0,78.0,84.7,32.3,13.9,26.2,77.8,75.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
218.0,Bangalore,,India,Asia,12.9667,77.5833,138.6,127.2,46.3,65.4,20.7,7.5,53.6,82.5,89.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
219.0,Banja Luka,,Bosnia And Herzegovina,Europe,44.7722,17.191,138.4,68.0,65.1,46.1,43.4,14.4,22.4,56.1,82.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
220.0,Tashkent,,Uzbekistan,Asia,41.2995,69.2401,138.0,59.2,74.1,65.8,29.3,11.3,35.8,60.2,69.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
221.0,Lviv,,Ukraine,Europe,49.8397,24.0297,138.0,59.6,62.9,61.7,30.5,13.5,31.9,48.9,69.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
222.0,Chennai,,India,Asia,13.0827,80.2707,137.9,114.6,59.8,69.8,19.1,9.0,46.6,74.0,53.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
223.0,Kuwait City,,Kuwait,Middle East,29.3333,47.9833,137.9,125.6,71.2,58.3,45.2,9.2,33.7,71.1,20.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
224.0,Bucharest,,Romania,Europe,44.4268,26.1025,136.9,98.4,71.6,55.3,44.9,10.7,41.0,74.8,75.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
225.0,Campinas,,Brazil,South America,-22.9056,-47.0608,136.5,55.7,35.2,61.7,36.2,13.0,27.3,46.1,98.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
226.0,Coimbatore,,India,Asia,11.0168,76.9558,135.9,76.6,62.0,68.8,16.5,12.0,46.4,63.7,78.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
227.0,New York,NY,United States,North America,40.75,-74.0,135.4,105.5,49.1,62.9,100.0,12.7,43.3,58.1,79.7,True,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
